page rank,identifier
9.498292410714257,urn:lsid:biosci.ohio-state.edu:osuc_names:289955
9.450008426339267,urn:lsid:biosci.ohio-state.edu:osuc_names:265664
9.425624999999973,urn:lsid:biosci.ohio-state.edu:osuc_names:234712
9.37052678571426,BBBC
9.310893973214254,urn:lsid:biosci.ohio-state.edu:osuc_names:223204
9.268739285714256,http://biimages.biodiversity.ku.edu/static/Entomology/originals/sp6614095066352995118.att.JPG
9.250995535714262,urn:lsid:biosci.ohio-state.edu:osuc_names:296126
9.22071428571426,Branstetter
9.217455952380929,urn:lsid:biosci.ohio-state.edu:osuc_names:9739
9.202499999999974,http://biimages.biodiversity.ku.edu/static/Entomology/originals/sp6-3187570663494182494.att.JPG; http://biimages.biodiversity.ku.edu/static/Entomology/originals/sp68564759970067458806.att.JPG
9.190679687499973,urn:lsid:biosci.ohio-state.edu:osuc_names:3955
9.184171874999974,http://biimages.biodiversity.ku.edu/static/Entomology/originals/sp62440960209580472592.att.JPG
9.146187499999973,urn:lsid:biosci.ohio-state.edu:osuc_names:295889
9.142999999999978,urn:lsid:biosci.ohio-state.edu:osuc_names:312501
9.12132499999997,urn:lsid:biosci.ohio-state.edu:osuc_names:296981
9.078541666666638,urn:lsid:biosci.ohio-state.edu:osuc_names:296567
9.073292410714263,http://biimages.biodiversity.ku.edu/static/Entomology/originals/sp63924361139476038246.att.JPG
8.974745535714261,urn:lsid:biosci.ohio-state.edu:osuc_names:15350
8.961949999999998,GPSC
8.947499999999996,INHS
8.946012499999975,http://biimages.biodiversity.ku.edu/static/Entomology/originals/sp65564808494455291169.att.JPG
8.919166666666639,http://biimages.biodiversity.ku.edu/static/Entomology/originals/sp61060327019363003425.att.JPG
8.913917410714262,NBTC
8.901964285714266,http://biimages.biodiversity.ku.edu/static/Entomology/originals/sp67353850662133345568.att.JPG
8.89583593749998,urn:lsid:biosci.ohio-state.edu:osuc_names:146275
8.860906249999971,urn:lsid:biosci.ohio-state.edu:osuc_names:128284
8.85826897321426,urn:lsid:biosci.ohio-state.edu:osuc_names:309875
8.834166666666643,http://biimages.biodiversity.ku.edu/static/Entomology/originals/sp65002789750385016800.att.JPG
8.820637499999979,urn:lsid:biosci.ohio-state.edu:osuc_names:15288
8.744562500000022,"cloned from record          <a href=""http://arctos.database.museum/SpecimenDetail.cfm?collection_object_id=3451707""> MCZ IZ 128611</a>"
8.708968749999979,urn:lsid:biosci.ohio-state.edu:osuc_names:15316
8.612679687499972,http://biimages.biodiversity.ku.edu/static/Entomology/originals/sp64799313486499112478.att.JPG
8.564999999999978,urn:lsid:biosci.ohio-state.edu:osuc_names:297757
8.510167410714262,urn:lsid:biosci.ohio-state.edu:osuc_names:310515
8.48021249999997,urn:lsid:biosci.ohio-state.edu:osuc_names:5231
8.442804910714262,urn:lsid:biosci.ohio-state.edu:osuc_names:49
8.42383928571426,http://biimages.biodiversity.ku.edu/static/Entomology/originals/sp68281935980586426687.att.JPG
8.400995535714268,urn:lsid:biosci.ohio-state.edu:osuc_names:328308
8.39694791666664,http://biimages.biodiversity.ku.edu/static/Entomology/originals/sp64533499472728147020.att.JPG
8.39112187499998,"SAMC, Cape Town, South Africa"
8.387802827380925,urn:lsid:biosci.ohio-state.edu:osuc_names:179162
8.333197916666643,urn:lsid:biosci.ohio-state.edu:osuc_names:185384
8.324336160714264,urn:lsid:biosci.ohio-state.edu:osuc_names:15245
8.320909598214268,http://biimages.biodiversity.ku.edu/static/Entomology/originals/sp68956029629946893373.att.JPG
8.318917410714262,urn:lsid:biosci.ohio-state.edu:osuc_names:295672
8.262187499999978,http://biimages.biodiversity.ku.edu/static/Entomology/originals/sp6891787503254616232.att.JPG
8.246755952380932,urn:lsid:biosci.ohio-state.edu:osuc_names:21597
8.235624999999978,urn:lsid:biosci.ohio-state.edu:osuc_names:128439
8.226567187499983,http://biimages.biodiversity.ku.edu/static/Entomology/originals/sp62987946410785542624.att.JPG
8.223406249999984,urn:lsid:biosci.ohio-state.edu:osuc_names:278429
8.223406249999977,BMNH
8.221148437499977,urn:lsid:biosci.ohio-state.edu:osuc_names:266883
8.21260416666665,urn:lsid:biosci.ohio-state.edu:osuc_names:128283
8.205893973214264,urn:lsid:biosci.ohio-state.edu:osuc_names:179660
8.191531249999976,http://biimages.biodiversity.ku.edu/static/Entomology/originals/sp61235493498423930215.att.JPG
8.141416666666663,NZCS
8.130316071428556,urn:lsid:biosci.ohio-state.edu:osuc_names:253835
8.118636160714264,urn:lsid:biosci.ohio-state.edu:osuc_names:297778
8.108011160714264,http://biimages.biodiversity.ku.edu/static/Entomology/originals/sp67973375831794124580.att.JPG; http://biimages.biodiversity.ku.edu/static/Entomology/originals/sp63347715517039554189.att.JPG
8.09590624999998,urn:lsid:biosci.ohio-state.edu:osuc_names:9381
8.08676116071426,urn:lsid:biosci.ohio-state.edu:osuc_names:238352
8.064031249999983,http://biimages.biodiversity.ku.edu/static/Entomology/originals/sp6598919649772179604.att.JPG
8.05499999999998,urn:lsid:biosci.ohio-state.edu:osuc_names:39167
8.054999999999978,urn:lsid:biosci.ohio-state.edu:osuc_names:555
8.016750000000004,SDNH
7.994171874999976,urn:lsid:biosci.ohio-state.edu:osuc_names:583
7.9684062499999815,urn:lsid:biosci.ohio-state.edu:osuc_names:244975
7.942587499999983,urn:lsid:biosci.ohio-state.edu:osuc_names:234590
7.941084821428549,urn:lsid:biosci.ohio-state.edu:osuc_names:18736
7.913839285714268,urn:lsid:biosci.ohio-state.edu:osuc_names:297614
7.898546874999978,urn:lsid:biosci.ohio-state.edu:osuc_names:296306
7.8956249999999795,http://biimages.biodiversity.ku.edu/static/Entomology/originals/sp6-2882891648354042930.att.JPG
7.894695312499981,http://biimages.biodiversity.ku.edu/static/Entomology/originals/sp6826486341840337407.att.JPG
7.881850446428555,urn:lsid:biosci.ohio-state.edu:osuc_names:591
7.852815104166647,urn:lsid:biosci.ohio-state.edu:osuc_names:255008
7.813546874999982,urn:lsid:biosci.ohio-state.edu:osuc_names:254665
7.809031249999982,urn:lsid:biosci.ohio-state.edu:osuc_names:97746
7.80903124999998,urn:lsid:biosci.ohio-state.edu:osuc_names:179180
7.804401785714266,urn:lsid:biosci.ohio-state.edu:osuc_names:15266
7.7992031249999805,http://biimages.biodiversity.ku.edu/static/Entomology/originals/sp64194545452690678003.att.JPG
7.773437499999985,urn:lsid:biosci.ohio-state.edu:osuc_names:265935
7.773111160714269,http://biimages.biodiversity.ku.edu/static/Entomology/originals/sp685536570074023272.att.JPG
7.745281249999981,urn:lsid:biosci.ohio-state.edu:osuc_names:309877
7.72854687499998,http://biimages.biodiversity.ku.edu/static/Entomology/originals/sp6-6855841275493981390.att.JPG
7.7249723214285595,MCZ
7.714070312499985,urn:lsid:biosci.ohio-state.edu:osuc_names:296782
7.676901785714267,http://biimages.biodiversity.ku.edu/static/Entomology/originals/sp68648493462156673036.att.JPG
7.676901785714265,http://biimages.biodiversity.ku.edu/static/Entomology/originals/sp66296191024384905709.att.JPG
7.67249999999998,http://biimages.biodiversity.ku.edu/static/Entomology/originals/sp63870390866477693068.att.JPG; http://biimages.biodiversity.ku.edu/static/Entomology/originals/sp62091183609479686673.att.JPG
7.663392857142836,urn:lsid:biosci.ohio-state.edu:osuc_names:297
7.644166666666652,urn:lsid:biosci.ohio-state.edu:osuc_names:341279
7.640624999999983,urn:lsid:biosci.ohio-state.edu:osuc_names:255010
7.640624999999982,urn:lsid:biosci.ohio-state.edu:osuc_names:269366
7.635578124999983,urn:lsid:biosci.ohio-state.edu:osuc_names:266261
7.631328124999982,http://biimages.biodiversity.ku.edu/static/Entomology/originals/sp63235448662176776809.att.JPG
7.626964285714272,http://biimages.biodiversity.ku.edu/static/Entomology/originals/sp67068877828175598198.att.JPG
7.622296874999984,urn:lsid:biosci.ohio-state.edu:osuc_names:307954
7.592679687499983,http://biimages.biodiversity.ku.edu/static/Entomology/originals/sp6-8381330037024145548.att.JPG
7.591324999999987,http://biimages.biodiversity.ku.edu/static/Entomology/originals/sp6-2294508430064231109.att.JPG
7.590421874999989,http://biimages.biodiversity.ku.edu/static/Entomology/originals/sp6359482594390527080.att.JPG
7.585906249999986,urn:lsid:biosci.ohio-state.edu:osuc_names:312487
7.585906249999984,urn:lsid:biosci.ohio-state.edu:osuc_names:296799
7.544999999999986,urn:lsid:biosci.ohio-state.edu:osuc_names:185856
7.54037053571427,urn:lsid:biosci.ohio-state.edu:osuc_names:320089
7.522156249999986,urn:lsid:biosci.ohio-state.edu:osuc_names:222081
7.513124999999984,urn:lsid:biosci.ohio-state.edu:osuc_names:187760
7.509246874999981,http://biimages.biodiversity.ku.edu/static/Entomology/originals/sp65352139120820245753.att.JPG
7.4970546874999835,urn:lsid:biosci.ohio-state.edu:osuc_names:3189
7.449374999999988,urn:lsid:biosci.ohio-state.edu:osuc_names:263126
7.4265312499999885,urn:lsid:biosci.ohio-state.edu:osuc_names:18819
7.418757291666653,urn:lsid:biosci.ohio-state.edu:osuc_names:174781
7.409258035714272,urn:lsid:biosci.ohio-state.edu:osuc_names:256849
7.402093749999983,urn:lsid:biosci.ohio-state.edu:osuc_names:513
7.398633035714271,http://biimages.biodiversity.ku.edu/static/Entomology/originals/sp6-3236195506578293294.att.JPG
7.3804187499999845,http://biimages.biodiversity.ku.edu/static/Entomology/originals/sp64895935753543187752.att.JPG
7.368199999999985,urn:lsid:biosci.ohio-state.edu:osuc_names:135
7.3354218749999855,urn:lsid:biosci.ohio-state.edu:osuc_names:316841
7.3218749999999835,urn:lsid:biosci.ohio-state.edu:osuc_names:111141
7.263437499999984,urn:lsid:biosci.ohio-state.edu:osuc_names:296711
7.258124999999989,http://biimages.biodiversity.ku.edu/static/Entomology/originals/sp66853922742200790988.att.JPG
7.2580111607142745,urn:lsid:biosci.ohio-state.edu:osuc_names:272000
7.253495535714268,urn:lsid:biosci.ohio-state.edu:osuc_names:526
7.244312499999982,http://biimages.biodiversity.ku.edu/static/Entomology/originals/sp62303521400922284450.att.JPG
7.24293124999999,http://biimages.biodiversity.ku.edu/static/Entomology/originals/sp65950159608765640821.att.JPG
7.209317460317442,urn:lsid:biosci.ohio-state.edu:osuc_names:294957
7.194374999999987,urn:lsid:biosci.ohio-state.edu:osuc_names:265264
7.187335937499986,urn:lsid:biosci.ohio-state.edu:osuc_names:254648
7.180638392857129,urn:lsid:biosci.ohio-state.edu:osuc_names:296959
7.171460416666653,urn:lsid:biosci.ohio-state.edu:osuc_names:276664
7.167369791666654,http://biimages.biodiversity.ku.edu/static/Entomology/originals/sp67424348826298354366.att.JPG
7.151874999999984,urn:lsid:biosci.ohio-state.edu:osuc_names:297038
7.149590624999987,urn:lsid:biosci.ohio-state.edu:osuc_names:15352
7.1483080357142725,urn:lsid:biosci.ohio-state.edu:osuc_names:276967
7.139656249999985,http://biimages.biodiversity.ku.edu/static/Entomology/originals/sp65182896768551435258.att.JPG
7.130624999999985,urn:lsid:biosci.ohio-state.edu:osuc_names:738
7.123737723214267,http://biimages.biodiversity.ku.edu/static/Entomology/originals/sp65738739549908659553.att.JPG
7.121328124999988,urn:lsid:biosci.ohio-state.edu:osuc_names:296700
7.103177083333322,http://biimages.biodiversity.ku.edu/static/Entomology/originals/sp64074777120193933328.att.JPG
7.06979687499999,urn:lsid:biosci.ohio-state.edu:osuc_names:283730
7.052783593749994,urn:lsid:biosci.ohio-state.edu:osuc_names:253831
7.021187499999987,urn:lsid:biosci.ohio-state.edu:osuc_names:2720
7.003124999999984,urn:lsid:biosci.ohio-state.edu:osuc_names:4313
6.992499999999984,"MIZA, Maracay, Venezuela"
6.978687499999989,urn:lsid:biosci.ohio-state.edu:osuc_names:295487
6.973242187499985,urn:lsid:biosci.ohio-state.edu:osuc_names:295515
6.971249999999987,http://biimages.biodiversity.ku.edu/static/Entomology/originals/sp68396527107626838226.att.JPG
6.971249999999985,urn:lsid:biosci.ohio-state.edu:osuc_names:235082
6.967371874999987,http://biimages.biodiversity.ku.edu/static/Entomology/originals/sp64146618654933380861.att.JPG
6.952921874999988,urn:lsid:biosci.ohio-state.edu:osuc_names:501
6.93937499999999,urn:lsid:biosci.ohio-state.edu:osuc_names:278428
6.925562499999989,urn:lsid:biosci.ohio-state.edu:osuc_names:295196
6.921666666666656,http://biimages.biodiversity.ku.edu/static/Entomology/originals/sp6378285306039331945.att.JPG
6.902870535714274,urn:lsid:biosci.ohio-state.edu:osuc_names:187492
6.859289062499988,urn:lsid:biosci.ohio-state.edu:osuc_names:186045
6.852781249999984,urn:lsid:biosci.ohio-state.edu:osuc_names:297962
6.847999999999988,MALUZ
6.827679687499993,http://biimages.biodiversity.ku.edu/static/Entomology/originals/sp68162405486132703185.att.JPG
6.8254218749999875,urn:lsid:biosci.ohio-state.edu:osuc_names:15189
6.811874999999989,urn:lsid:biosci.ohio-state.edu:osuc_names:295241
6.798214285714278,urn:lsid:biosci.ohio-state.edu:osuc_names:254728
6.795937499999987,urn:lsid:biosci.ohio-state.edu:osuc_names:140
6.793546874999991,http://biimages.biodiversity.ku.edu/static/Entomology/originals/sp61326905697185486498.att.JPG
6.782921874999987,urn:lsid:biosci.ohio-state.edu:osuc_names:312500
6.779999999999983,http://biimages.biodiversity.ku.edu/static/Entomology/originals/sp62587559288464089452.att.JPG
6.775237723214273,urn:lsid:biosci.ohio-state.edu:osuc_names:310657
6.764168749999985,http://biimages.biodiversity.ku.edu/static/Entomology/originals/sp63847150765718433987.att.JPG
6.75715624999999,urn:lsid:biosci.ohio-state.edu:osuc_names:20946
6.75715624999999,urn:lsid:biosci.ohio-state.edu:osuc_names:33
6.723023437499989,http://biimages.biodiversity.ku.edu/static/Entomology/originals/sp68188309866796360987.att.JPG
6.72080357142856,urn:lsid:biosci.ohio-state.edu:osuc_names:524
6.709874999999989,urn:lsid:biosci.ohio-state.edu:osuc_names:128351
6.697921874999991,urn:lsid:biosci.ohio-state.edu:osuc_names:599
6.670714285714272,urn:lsid:biosci.ohio-state.edu:osuc_names:15367
6.670714285714271,urn:lsid:biosci.ohio-state.edu:osuc_names:5251
6.660840624999989,urn:lsid:biosci.ohio-state.edu:osuc_names:281643
6.657918749999989,urn:lsid:biosci.ohio-state.edu:osuc_names:315615
6.652499999999988,urn:lsid:biosci.ohio-state.edu:osuc_names:297741
6.639345238095228,http://biimages.biodiversity.ku.edu/static/Entomology/originals/sp6-1426596153120581966.att.JPG; http://biimages.biodiversity.ku.edu/static/Entomology/originals/sp63464743521300503708.att.JPG
6.638687499999986,http://biimages.biodiversity.ku.edu/static/Entomology/originals/sp68452400794193011974.att.JPG
6.634171874999989,urn:lsid:biosci.ohio-state.edu:osuc_names:308167
6.583968749999992,http://biimages.biodiversity.ku.edu/static/Entomology/originals/sp62766252332224848511.att.JPG
6.565906249999991,urn:lsid:biosci.ohio-state.edu:osuc_names:317740
6.563534598214276,http://biimages.biodiversity.ku.edu/static/Entomology/originals/sp62111526927228257740.att.JPG
6.56229374999999,urn:lsid:biosci.ohio-state.edu:osuc_names:178852
6.5551674107142714,http://biimages.biodiversity.ku.edu/static/Entomology/originals/sp6-323370306114053249.att.JPG
6.551668749999991,http://biimages.biodiversity.ku.edu/static/Entomology/originals/sp6-1202982651209606304.att.JPG
6.54771093749999,urn:lsid:biosci.ohio-state.edu:osuc_names:296210
6.546249999999987,http://biimages.biodiversity.ku.edu/static/Entomology/originals/sp6593937899302438698.att.JPG
6.5462499999999855,http://biimages.biodiversity.ku.edu/static/Entomology/originals/sp62704560307025270596.att.JPG
6.543214285714274,urn:lsid:biosci.ohio-state.edu:osuc_names:316864
6.541415624999986,http://biimages.biodiversity.ku.edu/static/Entomology/originals/sp6-4621633378740298316.att.JPG
6.538015624999985,urn:lsid:biosci.ohio-state.edu:osuc_names:179690
6.530418749999986,urn:lsid:biosci.ohio-state.edu:osuc_names:296694
6.502156249999985,urn:lsid:biosci.ohio-state.edu:osuc_names:529
6.49312499999999,urn:lsid:biosci.ohio-state.edu:osuc_names:295215
6.493124999999986,urn:lsid:biosci.ohio-state.edu:osuc_names:234703
6.466668749999989,urn:lsid:biosci.ohio-state.edu:osuc_names:296568
6.4560171874999925,urn:lsid:biosci.ohio-state.edu:osuc_names:310516
6.44973325892856,CSIRO
6.442921874999992,http://biimages.biodiversity.ku.edu/static/Entomology/originals/sp69092989134044063317.att.JPG
6.432916666666657,http://biimages.biodiversity.ku.edu/static/Entomology/originals/sp65901252596342662547.att.JPG
6.431651785714274,urn:lsid:biosci.ohio-state.edu:osuc_names:253352
6.429374999999989,http://biimages.biodiversity.ku.edu/static/Entomology/originals/sp66581004302747567691.att.jpg
6.418749999999995,CDRS
6.406531249999988,urn:lsid:biosci.ohio-state.edu:osuc_names:131435
6.397499999999992,urn:lsid:biosci.ohio-state.edu:osuc_names:82
6.397499999999989,urn:lsid:biosci.ohio-state.edu:osuc_names:179659
6.392870535714275,urn:lsid:biosci.ohio-state.edu:osuc_names:178842
6.386874999999988,"Volker Puthz Coll./Staatlichen Museum, Stuttgart"
6.379171874999988,urn:lsid:biosci.ohio-state.edu:osuc_names:278470
6.371468749999989,urn:lsid:biosci.ohio-state.edu:osuc_names:3195
6.352874999999996,http://biimages.biodiversity.ku.edu/static/Entomology/originals/sp64178046284627903378.att.JPG
6.342781249999988,urn:lsid:biosci.ohio-state.edu:osuc_names:151
6.3348125000000035,12
6.333750000000009,ANSP
6.320089285714275,urn:lsid:biosci.ohio-state.edu:osuc_names:235609
6.307293749999989,urn:lsid:biosci.ohio-state.edu:osuc_names:271302
6.30187500000001,OSEC
6.284166666666654,http://biimages.biodiversity.ku.edu/static/Entomology/originals/sp65866064680320011245.att.JPG
6.275418749999989,http://biimages.biodiversity.ku.edu/static/Entomology/originals/sp61327798468573434712.att.JPG
6.256339285714274,http://biimages.biodiversity.ku.edu/static/Entomology/originals/sp63410696059764276481.att.JPG
6.238124999999992,urn:lsid:biosci.ohio-state.edu:osuc_names:295669
6.201620535714273,urn:lsid:biosci.ohio-state.edu:osuc_names:222136
6.195624999999989,RAJC
6.179793749999984,urn:lsid:biosci.ohio-state.edu:osuc_names:297696
6.1743749999999915,urn:lsid:biosci.ohio-state.edu:osuc_names:17773
6.169745535714274,urn:lsid:biosci.ohio-state.edu:osuc_names:263090
6.166671874999988,urn:lsid:biosci.ohio-state.edu:osuc_names:212
6.162768452380947,http://biimages.biodiversity.ku.edu/static/Entomology/originals/sp68493419322848457262.att.JPG
6.160714285714274,urn:lsid:biosci.ohio-state.edu:osuc_names:318672
6.153124999999989,http://biimages.biodiversity.ku.edu/static/Entomology/originals/sp66150024722958936704.att.JPG
6.147918749999992,http://biimages.biodiversity.ku.edu/static/Entomology/originals/sp65718434131583579551.att.JPG
6.14249999999999,http://biimages.biodiversity.ku.edu/static/Entomology/originals/sp65773731519680140346.att.JPG
6.115804687499993,http://biimages.biodiversity.ku.edu/static/Entomology/originals/sp67886829539444282309.att.JPG
6.110624999999989,http://biimages.biodiversity.ku.edu/static/Entomology/originals/sp6-8902412440764124260.att.JPG
6.085523437499994,http://biimages.biodiversity.ku.edu/static/Entomology/originals/sp64980024312210567733.att.JPG
6.0855234374999885,urn:lsid:biosci.ohio-state.edu:osuc_names:97803
6.0677012648809425,urn:lsid:biosci.ohio-state.edu:osuc_names:295873
6.046874999999992,urn:lsid:biosci.ohio-state.edu:osuc_names:296314
6.04687499999999,urn:lsid:biosci.ohio-state.edu:osuc_names:253859
6.046874999999989,http://biimages.biodiversity.ku.edu/static/Entomology/originals/sp6102663375530005784.att.JPG
6.03771093749999,urn:lsid:biosci.ohio-state.edu:osuc_names:178849
6.033214285714275,http://biimages.biodiversity.ku.edu/static/Entomology/originals/sp67429025757132795993.att.JPG
6.014999999999991,urn:lsid:biosci.ohio-state.edu:osuc_names:162669
6.01499999999999,urn:lsid:biosci.ohio-state.edu:osuc_names:66
6.01499999999999,urn:lsid:biosci.ohio-state.edu:osuc_names:296776
6.014999999999989,http://biimages.biodiversity.ku.edu/static/Entomology/originals/sp69216784837128988112.att.JPG
6.0043749999999925,http://biimages.biodiversity.ku.edu/static/Entomology/originals/sp6-822737902689686252.att.JPG
5.988437499999988,urn:lsid:biosci.ohio-state.edu:osuc_names:294937
5.968338541666657,urn:lsid:biosci.ohio-state.edu:osuc_names:525
5.964796874999994,http://biimages.biodiversity.ku.edu/static/Entomology/originals/sp66172378920538280432.att.JPG
5.963203124999993,urn:lsid:biosci.ohio-state.edu:osuc_names:282407
5.95124999999999,urn:lsid:biosci.ohio-state.edu:osuc_names:222182
5.951249999999988,urn:lsid:biosci.ohio-state.edu:osuc_names:271833
5.946043749999991,http://biimages.biodiversity.ku.edu/static/Entomology/originals/sp6-3690466259094563834.att.JPG
5.944362723214273,http://biimages.biodiversity.ku.edu/static/Entomology/originals/sp68495729000465555915.att.JPG; http://biimages.biodiversity.ku.edu/static/Entomology/originals/sp65083955433409152541.att.JPG
5.940624999999991,http://biimages.biodiversity.ku.edu/static/Entomology/originals/sp65246740540171888802.att.JPG
5.928406249999991,urn:lsid:biosci.ohio-state.edu:osuc_names:97696
5.928406249999991,http://biimages.biodiversity.ku.edu/static/Entomology/originals/sp64659937727233245800.att.JPG
5.921651785714274,urn:lsid:biosci.ohio-state.edu:osuc_names:7833
5.91937499999999,urn:lsid:biosci.ohio-state.edu:osuc_names:255012
5.9087499999999915,CMNC
5.896531249999989,?
5.894273437499993,urn:lsid:biosci.ohio-state.edu:osuc_names:313809
5.887499999999991,http://biimages.biodiversity.ku.edu/static/Entomology/originals/sp67283423152797363191.att.JPG
5.855624999999991,urn:lsid:biosci.ohio-state.edu:osuc_names:310631
5.855624999999989,urn:lsid:biosci.ohio-state.edu:osuc_names:185181
5.84625729166666,urn:lsid:biosci.ohio-state.edu:osuc_names:297713
5.844999999999991,http://biimages.biodiversity.ku.edu/static/Entomology/originals/sp62545786770505539571.att.JPG
5.8396874999999895,urn:lsid:biosci.ohio-state.edu:osuc_names:162662
5.8351718749999915,http://biimages.biodiversity.ku.edu/static/Entomology/originals/sp6-7496516590959175097.att.jpg
5.829726562499993,urn:lsid:biosci.ohio-state.edu:osuc_names:252357
5.823749999999992,urn:lsid:biosci.ohio-state.edu:osuc_names:128375
5.82056249999999,DS-414
5.797293749999989,http://biimages.biodiversity.ku.edu/static/Entomology/originals/sp63595880909406276698.att.JPG
5.791874999999996,urn:lsid:biosci.ohio-state.edu:osuc_names:235471
5.791874999999992,http://biimages.biodiversity.ku.edu/static/Entomology/originals/sp63285780720110832701.att.JPG
5.79187499999999,urn:lsid:biosci.ohio-state.edu:osuc_names:157
5.7918749999999894,urn:lsid:biosci.ohio-state.edu:osuc_names:223
5.782767857142848,http://biimages.biodiversity.ku.edu/static/Entomology/originals/sp63804097230840725324.att.JPG
5.780320312499995,urn:lsid:biosci.ohio-state.edu:osuc_names:128390
5.773546874999995,http://biimages.biodiversity.ku.edu/static/Entomology/originals/sp63454187260464101438.att.JPG
5.771839285714274,http://biimages.biodiversity.ku.edu/static/Entomology/originals/sp66147465045881584393.att.JPG
5.760000000000008,USU
5.759999999999989,urn:lsid:biosci.ohio-state.edu:osuc_names:140005
5.754793749999994,http://biimages.biodiversity.ku.edu/static/Entomology/originals/sp64582353147010029580.att.JPG
5.749374999999994,http://biimages.biodiversity.ku.edu/static/Entomology/originals/sp63951116269115131719.att.JPG
5.741671874999989,http://biimages.biodiversity.ku.edu/static/Entomology/originals/sp65306069502198706881.att.JPG
5.7281249999999915,urn:lsid:biosci.ohio-state.edu:osuc_names:185243
5.724273437499991,http://biimages.biodiversity.ku.edu/static/Entomology/originals/sp6-6871465824682207229.att.JPG
5.719776785714277,urn:lsid:biosci.ohio-state.edu:osuc_names:318674
5.719017857142848,urn:lsid:biosci.ohio-state.edu:osuc_names:317501
5.7038392857142775,urn:lsid:biosci.ohio-state.edu:osuc_names:134103
5.696249999999993,http://biimages.biodiversity.ku.edu/static/Entomology/originals/sp68358527867140373811.att.JPG
5.688008035714278,http://biimages.biodiversity.ku.edu/static/Entomology/originals/sp66002776452119955475.att.JPG
5.664374999999991,urn:lsid:biosci.ohio-state.edu:osuc_names:97972
5.641531249999993,http://biimages.biodiversity.ku.edu/static/Entomology/originals/sp63231410332562828569.att.JPG
5.637918749999988,http://biimages.biodiversity.ku.edu/static/Entomology/originals/sp68889915237604101503.att.JPG
5.632499999999991,http://biimages.biodiversity.ku.edu/static/Entomology/originals/sp63761434247636600997.att.JPG
5.624258035714279,http://biimages.biodiversity.ku.edu/static/Entomology/originals/sp69039189250986297862.att.JPG
5.62187499999999,urn:lsid:biosci.ohio-state.edu:osuc_names:284281
5.609656249999995,urn:lsid:biosci.ohio-state.edu:osuc_names:194111
5.583199999999993,urn:lsid:biosci.ohio-state.edu:osuc_names:3280
5.568749999999995,urn:lsid:biosci.ohio-state.edu:osuc_names:15360
5.561729910714279,urn:lsid:biosci.ohio-state.edu:osuc_names:185500
5.543933035714278,urn:lsid:biosci.ohio-state.edu:osuc_names:187491
5.542293749999991,urn:lsid:biosci.ohio-state.edu:osuc_names:133923
5.53766428571428,urn:lsid:biosci.ohio-state.edu:osuc_names:19294
5.536874999999993,http://biimages.biodiversity.ku.edu/static/Entomology/originals/sp66757807637898240579.att.JPG
5.536874999999991,urn:lsid:biosci.ohio-state.edu:osuc_names:306681
5.536874999999991,urn:lsid:biosci.ohio-state.edu:osuc_names:179688
5.53687499999999,http://biimages.biodiversity.ku.edu/static/Entomology/originals/sp66771384671765842074.att.JPG
5.526249999999992,urn:lsid:biosci.ohio-state.edu:osuc_names:187723
5.514031249999993,http://biimages.biodiversity.ku.edu/static/Entomology/originals/sp67079039908630616925.att.JPG
5.500370535714281,urn:lsid:biosci.ohio-state.edu:osuc_names:296214
5.491339285714279,urn:lsid:biosci.ohio-state.edu:osuc_names:316030
5.4820424107142784,urn:lsid:biosci.ohio-state.edu:osuc_names:3232
5.473124999999997,urn:lsid:biosci.ohio-state.edu:osuc_names:244776
5.473124999999994,http://biimages.biodiversity.ku.edu/static/Entomology/originals/sp65369819365239895289.att.JPG
5.473124999999994,INBio0016
5.473124999999993,urn:lsid:biosci.ohio-state.edu:osuc_names:295748
5.4731249999999925,urn:lsid:biosci.ohio-state.edu:osuc_names:174560
5.454796874999992,urn:lsid:biosci.ohio-state.edu:osuc_names:297686
5.448687499999995,urn:lsid:biosci.ohio-state.edu:osuc_names:313055
5.441249999999996,urn:lsid:biosci.ohio-state.edu:osuc_names:305851
5.4359374999999925,http://biimages.biodiversity.ku.edu/static/Entomology/originals/sp67408977440622730167.att.JPG
5.425179687499993,urn:lsid:biosci.ohio-state.edu:osuc_names:187224
5.418406249999998,urn:lsid:biosci.ohio-state.edu:osuc_names:592
5.413928571428563,urn:lsid:biosci.ohio-state.edu:osuc_names:297763
5.409374999999995,urn:lsid:biosci.ohio-state.edu:osuc_names:296744
5.409374999999993,AFRC
5.409374999999992,urn:lsid:biosci.ohio-state.edu:osuc_names:114
5.398749999999994,http://biimages.biodiversity.ku.edu/static/Entomology/originals/sp63530551895675020561.att.JPG
5.384273437499991,http://biimages.biodiversity.ku.edu/static/Entomology/originals/sp65326078132240394002.att.JPG
5.382918749999993,urn:lsid:biosci.ohio-state.edu:osuc_names:217979
5.374153124999991,http://biimages.biodiversity.ku.edu/static/Entomology/originals/sp61436225225489798976.att.JPG
5.3638392857142785,http://biimages.biodiversity.ku.edu/static/Entomology/originals/sp61134186852218094865.att.JPG
5.359791666666662,urn:lsid:biosci.ohio-state.edu:osuc_names:296414
5.354542410714278,urn:lsid:biosci.ohio-state.edu:osuc_names:185141
5.345624999999995,http://biimages.biodiversity.ku.edu/static/Entomology/originals/sp66926092812575240033.att.JPG
5.3363281249999925,urn:lsid:biosci.ohio-state.edu:osuc_names:13435
